question_id,question,opa,opb,opc,opd,ans
7222,Which of the following disorders has the potential to develop myeloid leukemia,Micro angiopathic hemolytic anemia,Sideroblastic anemia,Paroxysmal nocturnal Hemoglobinuria,Megaloblastic anemia,2
917,Reed sternberg cells are found in?,Hodkin's disease,Sickle cell anaemia,Thalassemia,CML,0
762,"A 17-year-old female underwent a fine needle aspiration cytology (FNAC) for a lump in the breast which was well defined, non-tender and mobile. The diagnosis of a benign lesion can be considered by which of the following pathological features -",Dyscohesive ductal epithelial cells without cellular fragments,Tightly arranged ductal epithelial cells with dyscohesive bare nuclei,Stromal predominance with hyperplasia of spindle cells,Polymorphism with single or arranged ductal epithelial cells,1
1113,Organelle where H2O2 is produced and destroyed is-,Peroxisome,Lysosome,Golgi body,Ribosome,0
7459,Which of the following cell types is not a target for initiation and maintenance of HIV infection?,CD4 T cell,Macrophage,Dendritic cell,Neutrophil,3
3694,Anti-gliadin antibodies are seen in: September 2008,Tropical sprue,Ulcerative colitis,Crohn disease,Ceeliac disease,3
4156,"A leukemic patient develops disseminated intravascular coagulation. Examination of the marrow reveals hypergranular promyelocytes, some of which contain multiple Auer rods. The diagnosis of acute promyelocytic leukemia is made. Which of the following translocations is associated with the development of this disorder?",t (4;11),t (6;9),t (8;14),t (15;17),3
959,"A 45-year-old man with AIDS is admitted to the hospital with a productive cough, fever, and night sweats. An X-ray film of the chest shows an ill-defined area of consolidation at the periphery of the right middle lobe and mediastinal lymphadenopathy. A sputum culture grows acid-fast bacilli. The patient develops severe headache and neck rigidity. Which of the following brain areas is most likely affected by this patient's infection?",Base of the brain,Cerebellum,Hippocampus,Periventricular white matter,0
358,The following is an antiapoptotic gene -,Bax,Bad,Bcl-X,Bim,2
958,Mucocele are rarely seen in the:,Lower lip,Upper lip,Buccal mucosa,Floor of the mouth,1
1295,"A young patient is hospitalized with petechiae of oral mucous membrane, marginal gingival hemorrhage and with a platelet count of 45,000/ cc. The BT and Clot Retraction time are increased, RBC and TLC are normal. He is suffering from:",Infectious mononucleosis,Thrombocytopenic purpura,Leukemia,Hemophilia,1
7866,The following chemical mediator is a product of arachidonic add metabolite by cyclo oxygenase pathway,LxA4,LxB4,5-HETE,PGH2,3
7352,What is the role of membrane protein clathrin?,Cell motility,Cell shape,Exocytosis,Receptor-mediated endocytosis,3
7272,The tissue of which lesion has been described as resembling a 'blood soaked sponge with large pores'?,Cavernous hemangioma,Capillary hernangioma,Aneurysmal bone cyst,Eruption hematoma,2
5416,"The term ""tumour progression"" means ?",Spread of cancer to distant site,Rate of growth of tumour,Ability of cancer cells to resemble their normal counterpa,Sequential appearance of features of increasing malignancy,3
8635,Which of the following antibodies is most frequently seen in Antiphospholipid Syndrome ? -,Beta 2 microglobulin antibody,Anti-nuclear antibody,Anti-centromere antibody,Anti- beta 2 glycoprotein antibody,3
4963,Turner hypoplasia is:,Hypoplasia due to local trauma/infection,Hypoplasia due to systemic infection,Hypoplasia due to congenital syphilis,Hypoplasia due to fluoride ingestion,0
4355,Henoch-Schonlein purpura is characterized by the deposition of the following immunoglobulin around the vessels -,IgM,IgG,IgA,IgE,2
8075,Odema occurs when plasma protein level is below-,8 mg\/dl,2 mg\/dl,5 mg\/dl,10 mg\/dl,2
5604,PSGN (post-streptococcal GN) associated with -,Subepithelial deposits,Nephritis along with acute Renal failure,Low complement levels,HTN and protenuria,0
1693,Blood when stored at 4degC can be kept for -,7 days,14 days,21 days,28 days,2
690,Macular sparing is seen if the lesion is at,Occipital lobe,Frontal lobe,Lateral geniculate body,Optic tract,0
269,Triple helix is found in ?,Cystine,Collagen,Pectin,DNA,1
942,Fibrous histiocytoma is classified as -,Hemangiopericytoma,Sclerosing haemangioma,Angiomyolipomas,Angiomyosarcoma,1
4604,"A 35-year-old male living in a southern region of Africa presents with increasing abdominal pain and jaundice. He has worked as a farmer for many years, and sometimes his grain has become moldy. Physical examination reveals a large mass involving the right side of his liver, and a biopsy specimen from this mass confirms the diagnosis of liver cancer (hepatocellular carcinoma). The pathogenesis of this tumor involves which of the following substances?",Direct-acting alkylating agents,Aflatoxin B1,Azo dyes,Vinyl chloride,1
6528,NK cell shows presence of ?,CD 44,CD 16,CD 54,CD 32,1
2442,Gene for Wilm's tumor is located on-,Chromosome 1,Chromosome 10,Chromosome 11,Chromosome 12,2
409,Feature of Apoptosis,Cell is enlarged,Karyorrhexis,Plasma membrane intact,Enzymatic digestion,2
8010,"This segment of jejunum shows a nodular lesion located in the submucosa. Upon histological examination, the tumor was composed of uniform round cells arranged in trabeculae, with a ""salt-and-pepper"" chromatin pattern. Electron microscopic studies revealed secretory granules, and immunohistochemical stains were positive for serotonin. Which of the following parameters correlates best with the metastatic potential of this tumor?",Architectural pattern,Cell pleomorphism,Hormonal production,Site and size,3
6934,Zollinger Ellison syndrome is caused by -,Gastrin secreting tumor,Somatostatin secreting tumor,CCK secreting tumor,Adrenalin secreting tumor,0
5985,Bone affection in scurvy is due to which of the following,Poor mineralization of the osteoid tissue,Defective osteoid matrix formation,Defective calcification in osteoid,Increased degradation of osteoid tissue,1
8974,Paget's disease involves which of the following bone-a)  Pelvisb)  Vertebraec)  Skulld)  Phalangese)  Toes,ab,abc,acd,bcd,1
6670,Ectopic rest of normal tissue is known as -,Choristoma,Hamaoma,Pheudotumor,Lymphoma,0
6254,Receptor of joint capsule and ligaments is,Slow adapting,Fast adapting,Different to slow and fast adapting,Non adapting,0
8336,Histopathology showing large cells with plant like apperance with perinuclear halo is seen in which type of renal cell carcinoma ? -,Oncocytoma,Granular cell carcinoma,Angiosarcoma,Chromophobic,3
8737,Commonest type of emphysema is,Centriacinar,Obstructed,Irregular,Panacinar,0
2674,The large kidney is seen in A/E -,Benign nephrosclerosis,Lymphoma,Amyloidosis,DM,0
7159,C3 complement is cleared by?,CD 59,CD 55,Factor D,Factor E,1
1331,Type of nephropathy in DM-,Focal,Diffuse,Nodular,Crescent,2
7899,The pathogenesis of hypochromic anemia in lead poisoning is due to -,Lead blocks transferrin receptors of erythroid precursors,"Binding of lead to transferrin, inhibiting the transpo of iron",Inhibition of enzymes involved in heme biosynthesis,Inhibiting breakdown of ferritin into hemosiderin,2
5047,Histologic sections of a parotid gland tumor that is found to be infiltrating along the facial nerve are most likely to reveal,Atypical cells forming tubular and cribriform patterns,Infiltrating groups of vacuolated epithelial cells,A mixture of epithelial structures and mesenchyme-like stroma,A mixture of squamous epithelial cells and mucus-secreting cells,0
3746,The primary function of Toll like Receptors is?-,Vasodilation,Activation of Immune System,Regulation of Calcium channel,Second Messenger,1
7175,Ham test is done for -,PNH,Megaloblastic anemia,Sickle cell anemia,Thalassemia,0
2871,"To know long term diabetic status which of the 
following test is done",random blood sugar,fasting blood sugar,glycated haemoglobin,glucometer,2
6142,A 60-year-old man who worked for 30 years in a chemical factory complains of painless hematuria. Urine cytology discloses dysplastic cells. A bladder biopsy demonstrates transitional cell carcinoma. Which of the following carcinogens was most likely involved in the pathogenesis of bladder cancer in this patient?,Aniline dyes,Arsenic,Benzene,Cisplatinum,0
6997,A 50 year old diabetic patient had Labarotary and clinical findings indicating liver cirrhosis. He also developed hyper - pigmentation of the skin. Which of the following can be the probable diagnosis,Wilson's disease,Hemochromatosis,PBC,PSC,1
6800,Which of the following marker is used to diagnose rhabdomyosarcoma?,Desmin,Synaptophysin,Myeloperoxidase,Cytokeratin,0
3057,The treatment for a child with cherubism is,surgical excision,cosmetic surgery after puberty,radiation,Enbloc dissection,1
5207,SnRNA mutation is associated with which syndrome ?,Turner syndrome,Prader Willi syndrome,Klinefelter syndrome,Patau syndrome,1
5665,"A patient presented with fever, night sweats and weight loss. Clinical examination revealed painless lymphadenopathy. Microscopy shows Reed Sternberg cells. Most likely condition is:March 2012",HIV,Chronic lymphocytic leukemia,Hodgkin's lymphoma,Secondary TB,2
4123,Which of the following is a special stain used to diagnose fungal hyphae in tissues-,Masson trichome,Silver methenamine,Congo Red,Alizarin Red,1
5036,Failure of Hertwig's epithelial sheath diaphragm to investigate the proper horizontal level leads to:,Taurodontism.,Dentin dysplasia.,Pulp polyp.,Amelogenesis imperfecta.,0
1343,Opsonin among the following?,C3a,C3b,C4a,C5a,1
7688,"During the early stages of the inflammatory response, histamine induced increased vascular permeability is most likely to occur in:",Arteries,Precapillary arterioles,Capillaries,Postcapillary venules,3
6603,Brain natriuretic peptide is degraded by,Neutral endopeptidase,Elastase,Collagenase,Ompatrilat,0
8407,Granularity of oncocyte is due to?,Overabundance of golgi bodies,Overabundance of mitochondria,Deficiency of mitochondria,Deficiency of golgi bodies,1
253,An enzyme that recognizes a specific (palindromic) sequence and cuts within a DNA molecule is?,Exonuclease,Methylase,Modification enzyme,Restriction endonuclease,3
1186,BRCA1 gene is located on?,Chromosome 12,Chromosome 21,Chromosome 17,Chromosome 22,2
6478,An impoant factor for chronic pyelonerphritis is ?,Obstruction,Vesico-ureteral reflux,Pelvi-ureteric junction obstruction,Catheter induced,1
8932,Good pasture's syndrome is characterized by,Necrotizing hemorrhagic interstitial pneumonitis,Alveolitis,Patchy consolidation,Pulmonary edema,0
4111,Hemodialysis-associated with amyloid pattern -,A A,Beta - 2- macroglobulin,ATTR,AL,1
6165,Dohle bodies -,Dilated Endoplasmic Reticulum in Neutrophils,Mitochondria,Golgi apparatus,Lysosomes,0
6122,Bleeding in DIC is most closely related to ?,Raised fibrin degradation products level in blood,Prolong prothrombin time,Low serum fibrinogen level,Raised thrombin time,2
7146,The reagent used in Apt test is,Sodium bicarbonate,KCL,Sodium hydroxide,Sodium chloride,2
2943,The commonest site for extragonadal germ cell tumor,Pineal gland,Mediastinum,Retroperitoneum,Sacrococcyygeal region,1
496,Which of the following metabolic abnormality it seen in multiple myelona -,Hyponatremia,Hypokalemia,Hypercalcemia,Hyperphosphatemia,2
1839,Cholangio carcinoma of liver caused by,Hepatitis B infection,Cirrhosis of liver,Alpha - feto protein,Clonorchis sinensis infection,3
3024,ANCA negative vasculitis amongst the following is:,Wegner granulomatosis,Churg strauss syndrome,Polyaeritis nodosa,Microscopic polyangiitis,2
8632,Gene for Wilson's disease is located on chromonsome,7,10,13,17,2
4343,Hereditary retinoblastomas,13pl4,14pl3,14ql3,13ql4,3
8190,"A 5-year-old boy is being evaluated for recurrent epistaxis and other abnormal bleeding episodes, including excessive bleeding from the umbilical cord at bih. Laboratory studies reveal the following: decreased hemoglobin (with microcytic hypochromic red cell indices), normal platelet count, markedly prolonged prothrombin time (PT) and paial thromboplastin time (PTT), and unmeasurable thrombin time (TT). Platelet aggregation studies reveal a normal platelet response to ristocetin, but with other substances (including collagen, ADP, and epinephrine), this patient's platelets exhibit a primary wave defect. Based on these findings, this patient most likely has",Afibrinogenemia,Bernard-Soulier syndrome,Glanzmann's thrombasthenia,Wiskott-Aldrich syndrome,0
5987,A 27-year-old female presented with long-standing nodule in right lobe of size 2 cm x 2 cm and underwent right hemithyroidectomy. Histopathological findings are suggestive of:,Adenomatous goiter,Papillary carcinoma,Follicular adenoma,Graves disease,1
6146,"A young child presented with history of passage of dark colored with urine with reduced urine output. He has a past history of abdominal pain, fever, and bloody diarrhea for 4 days which resolved on its own. There is absence of peripheral edema or rashes. Investigations show anemia, thrombocytopenia, and elevated blood urea nitrogen and serum creatinine. Which of the following findings is most expected finding in this patient?",Elevated haptoglobin level,Elevated serum indirect bilirubin,Elevated thrombin and prothrombin time,Low fibrinogen and elevated D-dimer level,1
5174,Owl eye inclusion bodies are seen in?,HSV,CMV,EBV,Hepatitis B,1
4485,"Common was are caused by which virus:September 2006, March 2013 (h)",Cytomegalovirus,Human papilloma virus,Hepatitis B virus,Epstein-Barr virus,1
